WorkOrderNo    SoftWONo  TranNoRel      SOLineNo   QtyOrd                         WorkOrderNo;SoftWONo;TranNoRel;SOLineNo;QtyOrd;LineStatus;TranDate;PromiseDate;ItemID;ItemShortDesc;Hold;HoldReason;CustName;PrintedExpectShipRpt;QtyOnBO;QtyShip;QtyInvcd;QtyOpenToShip;OrderHold;OrderHoldReason
;;0000094368;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;113-804;USFADA13518A,5.5,DCR-R;False;;RK PARISI ENTERPRISES;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093728;1;4.00000000;Open;2019-06-21 00:00:00;2019-08-12 00:00:00;113-879;USFADA1824A,5.5,DCR-F;False;;FERGUSON ENT. #66;Y;4.00000000;.00000000;.00000000;4.00000000;False;
;;0000093888;4;4.00000000;Open;2019-06-26 00:00:00;2019-09-06 00:00:00;113-918;USX1618A;False;;NYCOM INC.;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000093234;1;2.00000000;Open;2019-06-13 00:00:00;2019-07-12 00:00:00;113-920;USX1620A;False;;MIDMARK CORPORATION;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093627;36;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;113-920;USX1620A;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093888;5;1.00000000;Open;2019-06-26 00:00:00;2019-09-06 00:00:00;113-920;USX1620A;False;;NYCOM INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021779;;0000093888;1;62.00000000;Open;2019-06-26 00:00:00;2019-09-06 00:00:00;113-925;USX1821A;False;;NYCOM INC.;Y;1.00000000;.00000000;.00000000;62.00000000;False;
;;0000093437;1;1.00000000;Open;2019-06-18 00:00:00;2019-07-08 00:00:00;113-928;USX1824A;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;37;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;113-928;USX1824A;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093728;6;1.00000000;Open;2019-06-21 00:00:00;2019-08-12 00:00:00;113-928;USX1824A;False;;FERGUSON ENT. #66;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094352;1;3.00000000;Open;2019-07-05 00:00:00;2019-07-08 00:00:00;113-930;USX1830A;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;3.00000000;False;
;00017327;0000093820;2;2.00000000;Open;2019-06-25 00:00:00;2019-07-12 00:00:00;113-942;USXD1824A;False;;HANSON LAB FURNITURE;Y;1.00000000;.00000000;.00000000;2.00000000;False;
00020127;;0000091387;2;1.00000000;Open;2019-05-09 00:00:00;2019-07-03 00:00:00;113-942;USXD1824A;False;;PSA LAB.FURN. INC.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00017327;0000093888;3;3.00000000;Open;2019-06-26 00:00:00;2019-09-06 00:00:00;113-942;USXD1824A;False;;NYCOM INC.;Y;2.00000000;.00000000;.00000000;3.00000000;False;
;;0000092901;1;2.00000000;Open;2019-06-07 00:00:00;2019-07-26 00:00:00;113-945;USXD1830A;False;;FERGUSON ENT. #2002;Y;.00000000;.00000000;.00000000;2.00000000;False;
;00021102;0000092843;1;2.00000000;Open;2019-06-06 00:00:00;2019-08-01 00:00:00;114-026;WHL14S;False;;FERGUSON ENT. #2544;Y;.00000000;.00000000;.00000000;2.00000000;False;
;00021955;0000094174;1;1.00000000;Open;2019-07-01 00:00:00;2019-08-21 00:00:00;114-027;WHLE14S;False;;FERGUSON ENT. #57;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021758;0000093834;1;15.00000000;Open;2019-06-25 00:00:00;2019-08-26 00:00:00;114-027;WHLE14S;False;;MOTT LAB INC.;Y;.00000000;.00000000;.00000000;15.00000000;False;
00021986;;0000094272;4;1.00000000;Open;2019-07-03 00:00:00;2019-08-30 00:00:00;115-307;SB124-24L-2;False;;WINNELSON-LAKE ERIE;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021219;;0000093014;1;1.00000000;Open;2019-06-10 00:00:00;2019-07-24 00:00:00;115-307;SB124-24L-2;False;;FERGUSON ENT. #679;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021678;;0000093728;2;2.00000000;Open;2019-06-21 00:00:00;2019-08-12 00:00:00;115-311;SB124-24RL-2;False;;FERGUSON ENT. #66;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021008;;0000092702;1;1.00000000;Open;2019-06-04 00:00:00;2019-07-16 00:00:00;115-325;UHAS18518;False;;CARR SUPPLY CO.       ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021492;;0000093385;2;1.00000000;Open;2019-06-17 00:00:00;2019-07-17 00:00:00;115-329;JMADA4822-2S1H;False;;W H C I   ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00021157;0000092928;1;4.00000000;Open;2019-06-07 00:00:00;2019-07-18 00:00:00;115-332;JMADA6022-S;False;;BEST PLUMBING SPEC.INC;Y;.00000000;.00000000;.00000000;4.00000000;False;
;00021392;0000093254;1;1.00000000;Open;2019-06-13 00:00:00;2019-07-12 00:00:00;115-332;JMADA6022-S;False;;EXPRESS PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
00020952;;0000092599;1;2.00000000;Open;2019-06-03 00:00:00;2019-07-09 00:00:00;115-343;JHADA6020-3S1H;False;;TODD PIPE & SUPPLY LLC;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021909;;0000094090;1;2.00000000;Open;2019-06-28 00:00:00;2019-08-20 00:00:00;115-343;JHADA6020-3S1H;False;;FERGUSON ENT. #632;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;00021186;0000092961;1;1.00000000;Open;2019-06-10 00:00:00;2019-07-23 00:00:00;115-344;JHADA6020-S-CP;False;;KEIDEL SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021804;0000093801;1;4.00000000;Open;2019-06-24 00:00:00;2019-08-15 00:00:00;115-344;JHADA6020-S-CP;False;;MACOMB PIPE & SUPPLY  ;Y;.00000000;.00000000;.00000000;4.00000000;False;
;00021721;0000093792;1;1.00000000;Open;2019-06-24 00:00:00;2019-08-01 00:00:00;115-360;ULRF1824-16-T;False;;EXPRESS PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021922;;0000094184;1;10.00000000;Open;2019-07-01 00:00:00;2019-09-27 00:00:00;115-362;STOCK MOD.-A;False;;BRANSON ULTRASONICS;Y;10.00000000;.00000000;.00000000;10.00000000;False;
00021303;;0000093125;1;1.00000000;Open;2019-06-12 00:00:00;2019-07-26 00:00:00;115-376;NSFB124-24R-2 8/14;False;;HOWLAND PUMP & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021946;;0000094221;2;1.00000000;Open;2019-07-02 00:00:00;2019-08-23 00:00:00;115-416;NSFB236-24L-2;False;;FERGUSON ENT. #795;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021947;;0000094216;3;1.00000000;Open;2019-07-02 00:00:00;2019-08-23 00:00:00;115-416;NSFB236-24L-2;False;;FERGUSON ENT. #795;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021390;;0000093233;1;1.00000000;Open;2019-06-13 00:00:00;2019-07-26 00:00:00;115-425;NSFB242-24RL-2;False;;AUBURN SUPPLY CO.     ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021429;;0000093357;2;1.00000000;Open;2019-06-17 00:00:00;2019-07-24 00:00:00;115-459;NSFB360-24L-2;False;;FERGUSON ENT. #43;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021063;;0000092731;2;1.00000000;Open;2019-06-05 00:00:00;2019-07-24 00:00:00;115-468;NSFB372-2;False;;FERGUSON ENT. #60;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021378;;0000093256;1;1.00000000;Open;2019-06-13 00:00:00;2019-07-26 00:00:00;115-596;SB248-24RL-2;False;;PACE SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094160;4;1.00000000;Open;2019-07-01 00:00:00;2099-12-31 00:00:00;115-650;SB372-24RL-2;False;;FERGUSON ENT. #361;N;1.00000000;.00000000;.00000000;1.00000000;True;jv 7/5
00021154;;0000092901;3;2.00000000;Open;2019-06-07 00:00:00;2019-07-26 00:00:00;115-651;SB372-24RL-2-2;False;;FERGUSON ENT. #2002;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021221;;0000093031;1;1.00000000;Open;2019-06-11 00:00:00;2019-07-19 00:00:00;115-655;SB248-2-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021688;;0000093784;2;1.00000000;Open;2019-06-24 00:00:00;2019-07-31 00:00:00;115-655;SB248-2-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021143;;0000092890;1;1.00000000;Open;2019-06-07 00:00:00;2019-07-12 00:00:00;115-657;SB260-2-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021220;;0000093029;1;1.00000000;Open;2019-06-11 00:00:00;2019-07-19 00:00:00;115-657;SB260-2-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021689;;0000093783;1;1.00000000;Open;2019-06-24 00:00:00;2019-07-31 00:00:00;115-657;SB260-2-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021821;;0000093964;1;1.00000000;Open;2019-06-26 00:00:00;2019-08-09 00:00:00;115-657;SB260-2-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021565;;0000093581;1;2.00000000;Open;2019-06-20 00:00:00;2019-07-26 00:00:00;115-673;SB124-2-SD;False;;MC MASTER CARR SUPPLY ;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021567;;0000093583;1;1.00000000;Open;2019-06-20 00:00:00;2019-07-26 00:00:00;115-673;SB124-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021566;;0000093582;1;1.00000000;Open;2019-06-20 00:00:00;2019-07-26 00:00:00;115-673;SB124-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021687;;0000093784;1;1.00000000;Open;2019-06-24 00:00:00;2019-07-31 00:00:00;115-673;SB124-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021406;;0000093352;1;1.00000000;Open;2019-06-17 00:00:00;2019-07-18 00:00:00;115-674;SB136-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00022007;;0000094339;1;1.00000000;Open;2019-07-05 00:00:00;2019-08-09 00:00:00;115-674;SB136-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021879;;0000094035;1;1.00000000;Open;2019-06-28 00:00:00;2019-07-29 00:00:00;115-674;SB136-2-SD;False;;MC MASTER CARR SUPPLY ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021916;;0000093058;4;16.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;115-694;SLNADA2125A3,5.5,DCC;False;;MOUNTAINLAND SUPPLY;Y;16.00000000;.00000000;.00000000;16.00000000;False;
;;0000092599;4;2.00000000;Open;2019-06-03 00:00:00;2019-07-09 00:00:00;115-838;JMM45;False;;TODD PIPE & SUPPLY LLC;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093385;4;1.00000000;Open;2019-06-17 00:00:00;2019-07-17 00:00:00;115-838;JMM45;False;;W H C I   ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00018964;0000092599;7;2.00000000;Open;2019-06-03 00:00:00;2019-07-09 00:00:00;115-852;JWP1236;False;;TODD PIPE & SUPPLY LLC;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;00021187;0000093385;6;1.00000000;Open;2019-06-17 00:00:00;2019-07-17 00:00:00;115-852;JWP1236;False;;W H C I   ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021654;;0000093744;2;2.00000000;Open;2019-06-21 00:00:00;2019-08-09 00:00:00;115-860;J4820-2V3;False;;FERGUSON ENT. #602;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021653;;0000093744;1;2.00000000;Open;2019-06-21 00:00:00;2019-08-09 00:00:00;115-861;JADA4820-2V3;False;;FERGUSON ENT. #602;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00022026;;0000094350;2;1.00000000;Open;2019-07-05 00:00:00;2019-07-19 00:00:00;115-865;JADA7220-2V3;False;;WEBB COMPANY, F.W.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021652;;0000093747;1;6.00000000;Open;2019-06-24 00:00:00;2019-07-10 00:00:00;115-882;SADA14519A,4.5,DCR-LAV;False;;OFS BRANDS;Y;6.00000000;.00000000;.00000000;6.00000000;False;
00021660;;0000093753;1;1.00000000;Open;2019-06-24 00:00:00;2019-07-12 00:00:00;115-916;UTADA1848-16,5.5,DCR;False;;NEXT PLUMBING & HYDRONICS SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093457;2;2.00000000;Open;2019-06-18 00:00:00;2019-07-10 00:00:00;115-945;ALDI CLIPS (25 SINKS);False;;KPI WEST, LLC;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000093385;3;2.00000000;Open;2019-06-17 00:00:00;2019-07-17 00:00:00;115-972;JSGN18B;False;;W H C I   ;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094288;1;10.00000000;Open;2019-07-03 00:00:00;2019-07-19 00:00:00;115-997;J15FSMM;False;;MIDMARK CORPORATION;Y;10.00000000;.00000000;.00000000;10.00000000;False;
;;0000093245;2;2.00000000;Open;2019-06-13 00:00:00;2019-07-29 00:00:00;116-094;JVB1200-W4;False;;VISALIA P & S #149;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021870;;0000094018;2;1.00000000;Open;2019-06-27 00:00:00;2019-07-10 00:00:00;116-142;SLNADA2122A3,6.5,DCR;False;;HYDROLOGIC DIST. CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00020556;;0000091637;2;3.00000000;Open;2019-05-14 00:00:00;2019-07-09 00:00:00;116-178;SLXD2222A-CHP;False;;VILLA USA, INC. A.T.;Y;3.00000000;.00000000;.00000000;3.00000000;False;
00021161;;0000092932;2;2.00000000;Open;2019-06-07 00:00:00;2019-07-19 00:00:00;116-204;DLADA2133-16-1,5.5,DCR;False;;FERGUSON ENT. #603;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094315;2;1.00000000;Open;2019-07-03 00:00:00;2019-07-22 00:00:00;116-292;SLADA1921A1-1R,6.5,DCR;False;;COBURN SUPPLY CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021921;;0000094158;3;8.00000000;Open;2019-07-01 00:00:00;2019-07-19 00:00:00;116-375;DLXN2233AGBR3;False;;EPIC SUPPLY HALTOM CITY;Y;8.00000000;.00000000;.00000000;8.00000000;False;
;;0000094193;3;3.00000000;Open;2019-07-02 00:00:00;2099-12-31 00:00:00;116-377;SLX2125A5;False;;EASTERN PLUMBING SPLY.;N;3.00000000;.00000000;.00000000;3.00000000;True;jv 7/5 SPEC SHEET
00021593;;0000093595;1;1.00000000;Open;2019-06-20 00:00:00;2019-08-06 00:00:00;116-589;SB SCULLERY;False;;WEBB COMPANY, F.W.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021798;;0000093911;4;3.00000000;Open;2019-06-26 00:00:00;2019-08-16 00:00:00;116-621;NSF SCULLERY;False;;TORRCO SUPPLY;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093982;6;1.00000000;Open;2019-06-27 00:00:00;2019-07-26 00:00:00;116-645;JG-1800;False;;ETNA SUPPLY CO.       ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093982;7;1.00000000;Open;2019-06-27 00:00:00;2019-07-26 00:00:00;116-647;JMXE-300;False;;ETNA SUPPLY CO.       ;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021964;;0000094157;1;10.00000000;Open;2019-07-01 00:00:00;2019-07-26 00:00:00;116-711;SLXN2019A1-1R;False;;ETNA SUPPLY - S.E.;Y;10.00000000;.00000000;.00000000;10.00000000;False;
00021635;;0000093682;1;1.00000000;Open;2019-06-21 00:00:00;2019-07-05 00:00:00;116-833;UDSXP1836A-L;False;;GIDDINGS AND LEAVITT;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021745;;0000093815;1;1.00000000;Open;2019-06-24 00:00:00;2019-08-13 00:00:00;117-122;ARBADA2435A3,4.5,DCR;False;;FERGUSON ENT. #1163;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021388;;0000093224;4;1.00000000;Open;2019-06-13 00:00:00;2019-07-15 00:00:00;117-224;JZS1933;False;;DIVERSIFIED WOODCRAFTS;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021305;;0000093158;3;5.00000000;Open;2019-06-12 00:00:00;2019-07-15 00:00:00;117-224;JZS1933;False;;DIVERSIFIED WOODCRAFTS;Y;5.00000000;.00000000;.00000000;5.00000000;False;
00020962;;0000092629;2;1.00000000;Open;2019-06-03 00:00:00;2019-07-08 00:00:00;117-258;USN1620A;False;;NYCOM INC.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00020126;;0000091387;1;1.00000000;Open;2019-05-09 00:00:00;2019-07-03 00:00:00;117-617;UTXD1854A;False;;PSA LAB.FURN. INC.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094390;2;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;117-667;SLNADA2125A1,6.5,DCC;False;;V P SUPPLY CORP.      ;N;1.00000000;.00000000;.00000000;1.00000000;True;WEB ORDER
00020720;;0000091855;4;11.00000000;Open;2019-05-17 00:00:00;2019-07-30 00:00:00;117-692;JKS7702-S-P;False;;SOUTHLAND PLUMBING    ;Y;11.00000000;.00000000;.00000000;11.00000000;False;
00021982;;0000094313;1;13.00000000;Open;2019-07-03 00:00:00;2019-09-06 00:00:00;117-701;J3020-1;False;;FERGUSON ENT. #1550;Y;13.00000000;.00000000;.00000000;13.00000000;False;
00020886;;0000092454;3;2.00000000;Open;2019-05-30 00:00:00;2019-07-23 00:00:00;117-706;CUSTOM BOWL, 18GA;False;;SOUTHERN PIPE & SUPPLY;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021267;;0000091964;14;1.00000000;Open;2019-05-21 00:00:00;2019-07-19 00:00:00;117-707;CUSTOM BOWL, 18GA;False;;CREGGER COMPANY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00020888;;0000092454;6;1.00000000;Open;2019-05-30 00:00:00;2019-07-23 00:00:00;117-707;CUSTOM BOWL, 18GA;False;;SOUTHERN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021992;;0000094333;3;15.00000000;Open;2019-07-03 00:00:00;2019-07-23 00:00:00;117-968;CRAADA1725B1-1,6.5,DCR;False;;FERGUSON ENT. #3055;Y;15.00000000;.00000000;.00000000;15.00000000;False;
00021131;;0000092851;2;1.00000000;Open;2019-06-06 00:00:00;2019-07-22 00:00:00;118-028;SB SCULLERY;False;;EXPRESS PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021132;;0000092851;3;1.00000000;Open;2019-06-06 00:00:00;2019-07-22 00:00:00;118-029;SINK TOP;False;;EXPRESS PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021048;;0000092758;1;1.00000000;Open;2019-06-05 00:00:00;2019-07-23 00:00:00;118-058;JLT-CUSTOM;False;;FERGUSON ENT. #3023;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094390;3;3.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;118-085;DLNADA2133A3,6.5,DCC;False;;V P SUPPLY CORP.      ;N;2.00000000;.00000000;.00000000;3.00000000;True;WEB ORDER
00021376;;0000093224;3;2.00000000;Open;2019-06-13 00:00:00;2019-07-15 00:00:00;118-124;SADA1925-16,5.5,DCR;False;;DIVERSIFIED WOODCRAFTS;Y;.00000000;.00000000;.00000000;2.00000000;False;
00020992;;0000092667;1;10.00000000;Open;2019-06-04 00:00:00;2019-07-01 00:00:00;118-202;DCRADA1739AR3-1,5,DCC;False;;CENTRAL SUPPLY CO.;Y;10.00000000;.00000000;.00000000;10.00000000;False;
;00021403;0000093317;1;1.00000000;Open;2019-06-14 00:00:00;2019-07-15 00:00:00;118-213;JPHADA2224-CT;False;;FERGUSON ENT. #612;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021959;0000094179;1;1.00000000;Open;2019-07-01 00:00:00;2019-07-31 00:00:00;118-213;JPHADA2224-CT;False;;FIRST SUPPLY-MADISON;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021773;0000093876;1;1.00000000;Open;2019-06-25 00:00:00;2019-07-26 00:00:00;118-214;JPHADA2230-CT;False;;HAJOCA CORP. #081;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021830;0000093982;1;1.00000000;Open;2019-06-27 00:00:00;2019-07-26 00:00:00;118-214;JPHADA2230-CT;False;;ETNA SUPPLY CO.       ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093334;1;1.00000000;Open;2019-06-14 00:00:00;2019-07-15 00:00:00;118-256;SL1921B-CHP;False;;WISCONSIN BENCH MFG.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093938;1;1.00000000;Open;2019-06-26 00:00:00;2019-07-14 00:00:00;118-256;SL1921B-CHP;False;;WISCONSIN BENCH MFG.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094258;1;3.00000000;Open;2019-07-02 00:00:00;2019-07-26 00:00:00;118-257;SLADA1921A-CHP,5.5,DCR;False;;WISCONSIN BENCH MFG.;Y;3.00000000;.00000000;.00000000;3.00000000;False;
00020961;;0000092629;1;2.00000000;Open;2019-06-03 00:00:00;2019-07-08 00:00:00;118-292;USNADA1821A,5,DCC;False;;NYCOM INC.;Y;1.00000000;.00000000;.00000000;2.00000000;False;
00021414;;0000093345;1;5.00000000;Open;2019-06-17 00:00:00;2019-08-09 00:00:00;118-804;SINK TOP;False;;ETNA SUPPLY CO.;Y;5.00000000;.00000000;.00000000;5.00000000;False;
;;0000094150;1;1.00000000;Open;2019-07-01 00:00:00;2019-07-26 00:00:00;118-810;CRBFADA2022A3-1,6.5,DCR-F;False;;KELLER SUPPLY CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00015771;;0000084236;1;5.00000000;Open;2018-12-12 00:00:00;2100-12-31 00:00:00;118-818;SLNADA2125A2,6.5,DCC;False;;FERGUSON ENT. #3009;Y;5.00000000;.00000000;.00000000;5.00000000;True;hold per ericjv 6/25
00020307;;0000091543;1;7.00000000;Open;2019-05-13 00:00:00;2019-07-10 00:00:00;119-280;NSFB124-12RL-2;True;;SOUTHERN PIPE & SUPPLY;Y;7.00000000;.00000000;.00000000;7.00000000;True;HOLD-REP JBS 7/8
00020308;;0000091543;2;2.00000000;Open;2019-05-13 00:00:00;2019-07-10 00:00:00;119-522;NSFB124-36L-2;True;;SOUTHERN PIPE & SUPPLY;Y;2.00000000;.00000000;.00000000;2.00000000;True;HOLD-REP JBS 7/8
00020309;;0000091543;3;1.00000000;Open;2019-05-13 00:00:00;2019-07-10 00:00:00;119-523;NSFB124-48L-2;True;;SOUTHERN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;True;HOLD-REP JBS 7/8
00020310;;0000091543;4;1.00000000;Open;2019-05-13 00:00:00;2019-07-10 00:00:00;119-524;NSF SCULLERY;True;;SOUTHERN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;True;HOLD-REP JBS 7/8
00021637;;0000093662;1;13.00000000;Open;2019-06-20 00:00:00;2019-08-09 00:00:00;119-734;SLNADA2125A3,6,DCR;False;;FERGUSON ENT. #1826;Y;13.00000000;.00000000;.00000000;13.00000000;False;
00019663;;0000090522;1;36.00000000;Open;2019-04-24 00:00:00;2019-07-09 00:00:00;119-757;COVED SB;False;;WEBB COMPANY, F.W.;Y;36.00000000;.00000000;.00000000;36.00000000;False;
00021918;;0000093058;6;8.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;119-820;SLXN2219A3;False;;MOUNTAINLAND SUPPLY;Y;8.00000000;.00000000;.00000000;8.00000000;False;
;;0000093058;5;16.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;120-256;ISSF FLAT GRID;False;;MOUNTAINLAND SUPPLY;Y;.00000000;.00000000;.00000000;16.00000000;False;
;;0000093058;7;8.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;120-256;ISSF FLAT GRID;False;;MOUNTAINLAND SUPPLY;Y;.00000000;.00000000;.00000000;8.00000000;False;
;;0000093058;9;2.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;120-256;ISSF FLAT GRID;False;;MOUNTAINLAND SUPPLY;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093058;3;58.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;120-256;ISSF FLAT GRID;False;;MOUNTAINLAND SUPPLY;Y;8.00000000;.00000000;.00000000;58.00000000;False;
;;0000094390;1;19.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;120-322;SLXN2125A1;False;;V P SUPPLY CORP.      ;N;19.00000000;.00000000;.00000000;19.00000000;True;WEB ORDER
00015773;;0000084236;3;1.00000000;Open;2018-12-12 00:00:00;2100-12-31 00:00:00;120-371;USX1830-16;False;;FERGUSON ENT. #3009;Y;1.00000000;.00000000;.00000000;1.00000000;True;hold per ericjv 6/25
00021375;;0000093224;2;1.00000000;Open;2019-06-13 00:00:00;2019-07-15 00:00:00;120-466;USADA1824-16,5.5,DCR;False;;DIVERSIFIED WOODCRAFTS;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021299;;0000093158;2;5.00000000;Open;2019-06-12 00:00:00;2019-07-15 00:00:00;120-466;USADA1824-16,5.5,DCR;False;;DIVERSIFIED WOODCRAFTS;Y;5.00000000;.00000000;.00000000;5.00000000;False;
00021781;;0000093895;1;1.00000000;Open;2019-06-26 00:00:00;2019-07-24 00:00:00;120-466;USADA1824-16,5.5,DCR;False;;WEBB COMPANY, F.W.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000092711;2;1.00000000;Open;2019-06-04 00:00:00;2019-07-19 00:00:00;120-474;USNADA1616A,5.5,DCR;False;;EPIC SUPPLY DALLAS;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00022002;0000094071;1;1.00000000;Open;2019-06-28 00:00:00;2019-08-23 00:00:00;120-483;JHCLADA23520-S-CP;False;;TRUMBULL SUPPLY, INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021935;;0000094198;1;1.00000000;Open;2019-07-02 00:00:00;2019-07-12 00:00:00;120-534;USXN1824A;False;;WINSUPPLY-PT. CHARLOTTE;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00020719;0000091855;3;6.00000000;Open;2019-05-17 00:00:00;2019-07-30 00:00:00;120-546;JKS7701-SP;False;;SOUTHLAND PLUMBING    ;Y;.00000000;.00000000;.00000000;6.00000000;False;
