WorkOrderNo    SoftWONo  TranNoRel      SOLineNo   QtyOrd                         WorkOrderNo;SoftWONo;TranNoRel;SOLineNo;QtyOrd;LineStatus;TranDate;PromiseDate;ItemID;ItemShortDesc;Hold;HoldReason;CustName;PrintedExpectShipRpt;QtyOnBO;QtyShip;QtyInvcd;QtyOpenToShip;OrderHold;OrderHoldReason
;;0000093058;11;1.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;107-354;J35FS;False;;MOUNTAINLAND SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093910;2;38.00000000;Open;2019-06-26 00:00:00;2019-07-11 00:00:00;107-357;J35GS;False;;FERGUSON ENT. #690;Y;.00000000;.00000000;.00000000;38.00000000;False;
;;0000093910;4;27.00000000;Open;2019-06-26 00:00:00;2019-07-11 00:00:00;107-357;J35GS;False;;FERGUSON ENT. #690;Y;.00000000;.00000000;.00000000;27.00000000;False;
;;0000093910;7;1.00000000;Open;2019-06-26 00:00:00;2019-07-11 00:00:00;107-357;J35GS;False;;FERGUSON ENT. #690;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094158;2;10.00000000;Open;2019-07-01 00:00:00;2019-07-19 00:00:00;107-358;J35GS316;False;;EPIC SUPPLY HALTOM CITY;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000094196;2;1.00000000;Open;2019-07-02 00:00:00;2019-07-12 00:00:00;107-358;J35GS316;False;;EPIC SUPPLY HALTOM CITY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094359;1;2.00000000;Open;2019-07-07 00:00:00;2099-12-31 00:00:00;107-361;J35GSSTP;False;;FERGUSON ENT. #3007;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094358;1;2.00000000;Open;2019-07-07 00:00:00;2099-12-31 00:00:00;107-368;J35SS;False;;FERGUSON ENT. #3007;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000090522;2;36.00000000;Open;2019-04-24 00:00:00;2019-07-09 00:00:00;107-372;J35SSF;False;;WEBB COMPANY, F.W.;Y;.00000000;.00000000;.00000000;36.00000000;False;
;;0000090113;4;2.00000000;Open;2019-04-16 00:00:00;2100-12-31 00:00:00;107-372;J35SSF;False;;MP QATAR TRADING W.L.L.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000091855;9;11.00000000;Open;2019-05-17 00:00:00;2019-07-30 00:00:00;107-372;J35SSF;False;;SOUTHLAND PLUMBING    ;Y;.00000000;.00000000;.00000000;11.00000000;False;
;;0000092627;3;1.00000000;Open;2019-06-03 00:00:00;2019-07-18 00:00:00;107-372;J35SSF;False;;PSA LAB.FURN. INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093251;5;1.00000000;Open;2019-06-13 00:00:00;2019-07-29 00:00:00;107-372;J35SSF;False;;DAKOTA SUPPLY GROUP;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000092118;4;6.00000000;Open;2019-05-23 00:00:00;2019-07-05 00:00:00;107-372;J35SSF;False;;GOODIN COMPANY        ;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000091917;4;1.00000000;Open;2019-05-20 00:00:00;2019-07-22 00:00:00;107-372;J35SSF;False;;UNITED PIPE & SUPPLY  ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000091917;8;1.00000000;Open;2019-05-20 00:00:00;2019-07-22 00:00:00;107-372;J35SSF;False;;UNITED PIPE & SUPPLY  ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000091917;14;1.00000000;Open;2019-05-20 00:00:00;2019-07-22 00:00:00;107-372;J35SSF;False;;UNITED PIPE & SUPPLY  ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000092797;5;1.00000000;Open;2019-06-05 00:00:00;2019-07-25 00:00:00;107-372;J35SSF;False;;SMARDAN SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093274;4;1.00000000;Open;2019-06-14 00:00:00;2019-07-18 00:00:00;107-372;J35SSF;False;;WINNELSON-TAMPA;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093299;2;19.00000000;Open;2019-06-14 00:00:00;2019-08-01 00:00:00;107-372;J35SSF;False;;FERGUSON ENT. #361;Y;.00000000;.00000000;.00000000;19.00000000;False;
;;0000093395;2;2.00000000;Open;2019-06-17 00:00:00;2019-08-05 00:00:00;107-372;J35SSF;False;;BEST PLUMBING SPEC.INC;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094313;4;2.00000000;Open;2019-07-03 00:00:00;2019-09-06 00:00:00;107-372;J35SSF;False;;FERGUSON ENT. #1550;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000091782;2;12.00000000;Open;2019-05-16 00:00:00;2019-07-03 00:00:00;107-372;J35SSF;False;;PACE SUPPLY;Y;.00000000;.00000000;.00000000;12.00000000;False;
;;0000093698;2;1.00000000;Open;2019-06-21 00:00:00;2019-08-01 00:00:00;107-372;J35SSF;False;;FERGUSON ENT. #52;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093815;3;1.00000000;Open;2019-06-24 00:00:00;2019-08-13 00:00:00;107-372;J35SSF;False;;FERGUSON ENT. #1163;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093911;3;3.00000000;Open;2019-06-26 00:00:00;2019-08-16 00:00:00;107-372;J35SSF;False;;TORRCO SUPPLY;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093949;7;2.00000000;Open;2019-06-26 00:00:00;2019-08-07 00:00:00;107-372;J35SSF;False;;WEBB COMPANY, F.W.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093981;2;2.00000000;Open;2019-06-27 00:00:00;2019-08-16 00:00:00;107-372;J35SSF;False;;NOLAND COMPANY - 568;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000091917;19;1.00000000;Open;2019-05-20 00:00:00;2019-07-22 00:00:00;107-372;J35SSF;False;;UNITED PIPE & SUPPLY  ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093738;1;52.00000000;Open;2019-06-21 00:00:00;2019-08-12 00:00:00;107-372;J35SSF;False;;TODD PIPE & SUPPLY LLC;Y;.00000000;.00000000;.00000000;52.00000000;False;
;;0000093982;2;1.00000000;Open;2019-06-27 00:00:00;2019-07-26 00:00:00;107-372;J35SSF;False;;ETNA SUPPLY CO.       ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094033;4;12.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-372;J35SSF;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;12.00000000;False;
;;0000094221;3;3.00000000;Open;2019-07-02 00:00:00;2019-08-23 00:00:00;107-372;J35SSF;False;;FERGUSON ENT. #795;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000094216;1;2.00000000;Open;2019-07-02 00:00:00;2019-08-23 00:00:00;107-372;J35SSF;False;;FERGUSON ENT. #795;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094210;4;2.00000000;Open;2019-07-02 00:00:00;2019-08-09 00:00:00;107-372;J35SSF;False;;NOLAND COMPANY - 881;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000092537;2;1.00000000;Open;2019-05-31 00:00:00;2019-07-16 00:00:00;107-373;J35SSF316;False;;CLEVELAND PLBG. SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000091749;5;31.00000000;Open;2019-05-16 00:00:00;2019-07-22 00:00:00;107-377;J35SSFVR;False;;NICKERSON CORPORATION;Y;.00000000;.00000000;.00000000;31.00000000;False;
;;0000094055;2;10.00000000;Open;2019-06-28 00:00:00;2019-07-22 00:00:00;107-377;J35SSFVR;False;;FERGUSON ENT. #2000;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000092595;2;4.00000000;Open;2019-06-03 00:00:00;2019-07-15 00:00:00;107-383;J35STP;False;;COLUMBIA PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000091822;3;3.00000000;Open;2019-05-17 00:00:00;2019-07-12 00:00:00;107-383;J35STP;False;;JONES, WYNN O.        ;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093291;2;1.00000000;Open;2019-06-14 00:00:00;2019-07-22 00:00:00;107-383;J35STP;False;;COLUMBIA PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021383;;0000093291;1;1.00000000;Open;2019-06-14 00:00:00;2019-07-22 00:00:00;107-386;J4820-2;False;;COLUMBIA PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021797;;0000093911;1;3.00000000;Open;2019-06-26 00:00:00;2019-08-16 00:00:00;107-386;J4820-2;False;;TORRCO SUPPLY;Y;3.00000000;.00000000;.00000000;3.00000000;False;
00021819;;0000093949;8;2.00000000;Open;2019-06-26 00:00:00;2019-08-07 00:00:00;107-386;J4820-2;False;;WEBB COMPANY, F.W.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00020951;;0000092595;1;4.00000000;Open;2019-06-03 00:00:00;2019-07-15 00:00:00;107-387;J4820-2S1H;False;;COLUMBIA PIPE & SUPPLY;Y;4.00000000;.00000000;.00000000;4.00000000;False;
00021999;;0000094344;1;1.00000000;Open;2019-07-05 00:00:00;2019-08-02 00:00:00;107-387;J4820-2S1H;False;;GRAINGER-CATALOG;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021377;;0000093274;1;1.00000000;Open;2019-06-14 00:00:00;2019-07-18 00:00:00;107-387;J4820-2S1H;False;;WINNELSON-TAMPA;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00021961;0000094201;2;2.00000000;Open;2019-07-02 00:00:00;2019-08-27 00:00:00;107-394;JADA4820S;False;;WEBB COMPANY, F.W.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;00022000;0000094338;1;1.00000000;Open;2019-07-05 00:00:00;2019-08-02 00:00:00;107-395;J4820S;False;;GRAINGER-CATALOG;Y;.00000000;.00000000;.00000000;1.00000000;False;
00020705;;0000092194;1;6.00000000;Open;2019-05-24 00:00:00;2019-07-05 00:00:00;107-405;J6020-3;False;;WOOD COMPANY, J.W.;Y;6.00000000;.00000000;.00000000;6.00000000;False;
00021638;;0000093667;1;2.00000000;Open;2019-06-20 00:00:00;2019-08-09 00:00:00;107-405;J6020-3;False;;FERGUSON ENT. #3038;Y;1.00000000;.00000000;.00000000;2.00000000;False;
00020657;;0000092118;2;6.00000000;Open;2019-05-23 00:00:00;2019-07-05 00:00:00;107-405;J6020-3;False;;GOODIN COMPANY        ;Y;6.00000000;.00000000;.00000000;6.00000000;False;
;00021601;0000093630;1;1.00000000;Open;2019-06-20 00:00:00;2019-08-06 00:00:00;107-411;J6020S;False;;FERGUSON ENT. #60;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021389;;0000093231;2;1.00000000;Open;2019-06-13 00:00:00;2019-07-25 00:00:00;107-419;J7220-3;False;;M.COOPER WINSUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021585;;0000093395;3;2.00000000;Open;2019-06-17 00:00:00;2019-08-05 00:00:00;107-419;J7220-3;False;;BEST PLUMBING SPEC.INC;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021437;;0000093375;1;2.00000000;Open;2019-06-17 00:00:00;2019-08-01 00:00:00;107-420;J7220-3S1H;False;;COBURN SUPPLY CO.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00022033;;0000093252;4;2.00000000;Open;2019-06-13 00:00:00;2019-07-25 00:00:00;107-424;JADA7220-3;False;;MEYER PLBG. SUPPLY    ;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;00020906;0000092537;1;1.00000000;Open;2019-05-31 00:00:00;2019-07-16 00:00:00;107-431;J7701S;False;;CLEVELAND PLBG. SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00020963;0000092639;1;1.00000000;Open;2019-06-03 00:00:00;2019-07-18 00:00:00;107-431;J7701S;False;;AMERICAN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00022008;0000094324;1;1.00000000;Open;2019-07-03 00:00:00;2019-08-30 00:00:00;107-433;J7701S-SPD;False;;EXPRESS PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021649;0000093396;1;1.00000000;Open;2019-06-17 00:00:00;2019-08-07 00:00:00;107-433;J7701S-SPD;False;;GENERAL LAB & CLEANROOM SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021663;0000093718;1;1.00000000;Open;2019-06-21 00:00:00;2019-08-08 00:00:00;107-433;J7701S-SPD;False;;GENERAL LAB & CLEANROOM SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021016;0000092711;6;2.00000000;Open;2019-06-04 00:00:00;2019-07-19 00:00:00;107-435;J7702S;False;;EPIC SUPPLY DALLAS;Y;.00000000;.00000000;.00000000;2.00000000;False;
;00021647;0000093709;1;1.00000000;Open;2019-06-21 00:00:00;2019-08-08 00:00:00;107-435;J7702S;False;;FERGUSON ENT. #667;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00021991;0000094281;1;3.00000000;Open;2019-07-03 00:00:00;2019-08-30 00:00:00;107-435;J7702S;False;;TEXAS HEALTH RESOURCES;Y;.00000000;.00000000;.00000000;3.00000000;False;
;00021883;0000094068;1;1.00000000;Open;2019-06-28 00:00:00;2019-08-19 00:00:00;107-435;J7702S;False;;WILKINSON SUPPLY CO.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093649;3;22.00000000;Open;2019-06-20 00:00:00;2019-07-10 00:00:00;107-441;J900;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;22.00000000;False;
;;0000094282;4;29.00000000;Open;2019-07-03 00:00:00;2019-07-29 00:00:00;107-441;J900;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;29.00000000;False;
;;0000093944;2;15.00000000;Open;2019-06-26 00:00:00;2019-07-31 00:00:00;107-441;J900;False;;WINSUPPLY--SHELTON;Y;.00000000;.00000000;.00000000;15.00000000;False;
;;0000094185;4;1.00000000;Open;2019-07-01 00:00:00;2019-07-10 00:00:00;107-441;J900;False;;TODD PIPE & SUPPLY LLC;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093972;3;13.00000000;Open;2019-06-27 00:00:00;2019-07-18 00:00:00;107-441;J900;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;13.00000000;False;
;;0000094381;3;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-441;J900;False;;DEVORE & JOHNSON;N;.00000000;.00000000;.00000000;1.00000000;True;WEB CONSIGNMENT ORD
00021984;;0000094313;3;2.00000000;Open;2019-07-03 00:00:00;2019-09-06 00:00:00;107-455;J9620-4S1H;False;;FERGUSON ENT. #1550;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021384;;0000093252;1;1.00000000;Open;2019-06-13 00:00:00;2019-07-25 00:00:00;107-456;JADA9620-4;False;;MEYER PLBG. SUPPLY    ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00021060;0000092768;2;1.00000000;Open;2019-06-05 00:00:00;2019-07-23 00:00:00;107-458;J9620S;False;;FERGUSON ENT. #2000;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093939;1;2.00000000;Open;2019-06-26 00:00:00;2019-07-12 00:00:00;107-464;J990WF;False;;EXPRESS PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093129;4;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-467;JADA115FS;False;;FAMOUS MANUFACTURING;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093304;1;10.00000000;Open;2019-06-14 00:00:00;2019-07-10 00:00:00;107-467;JADA115FS;False;;ACCEL GROUP, INC.;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000093953;6;2.00000000;Open;2019-06-26 00:00:00;2019-07-12 00:00:00;107-467;JADA115FS;False;;WINSTON WATER COOLER;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094033;31;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-467;JADA115FS;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094136;2;1.00000000;Open;2019-07-01 00:00:00;2019-07-15 00:00:00;107-468;JADA125;False;;NYCOM INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094074;2;17.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;107-469;JADA150;False;;INSTITUTIONAL CASEWORK INC;N;.00000000;.00000000;.00000000;17.00000000;False;
00021108;;0000092797;6;1.00000000;Open;2019-06-05 00:00:00;2019-07-25 00:00:00;107-473;JADA3020-2;False;;SMARDAN SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00021960;0000094201;1;2.00000000;Open;2019-07-02 00:00:00;2019-08-27 00:00:00;107-474;JADA3020S;False;;WEBB COMPANY, F.W.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093649;6;22.00000000;Open;2019-06-20 00:00:00;2019-07-10 00:00:00;107-476;JADA35;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;22.00000000;False;
;;0000094193;5;5.00000000;Open;2019-07-02 00:00:00;2099-12-31 00:00:00;107-476;JADA35;False;;EASTERN PLUMBING SPLY.;N;.00000000;.00000000;.00000000;5.00000000;True;jv 7/5 SPEC SHEET
;;0000094365;2;4.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-476;JADA35;False;;ACTION PLUMBING SUPPLY;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000094285;2;5.00000000;Open;2019-07-03 00:00:00;2019-07-19 00:00:00;107-476;JADA35;False;;HEIECK SUPPLY #126;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000094351;2;1.00000000;Open;2019-07-05 00:00:00;2099-12-31 00:00:00;107-476;JADA35;False;;NOLAND COMPANY - 568;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093972;4;14.00000000;Open;2019-06-27 00:00:00;2019-07-18 00:00:00;107-476;JADA35;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;14.00000000;False;
;;0000094118;1;1.00000000;Open;2019-07-01 00:00:00;2099-12-31 00:00:00;107-476;JADA35;False;;INSTITUTIONAL CASEWORK INC;N;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094282;6;29.00000000;Open;2019-07-03 00:00:00;2019-07-29 00:00:00;107-476;JADA35;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;29.00000000;False;
;;0000093224;1;4.00000000;Open;2019-06-13 00:00:00;2019-07-15 00:00:00;107-476;JADA35;False;;DIVERSIFIED WOODCRAFTS;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000093719;2;3.00000000;Open;2019-06-21 00:00:00;2019-07-09 00:00:00;107-476;JADA35;False;;CAL-STEAM,INC. # 2504;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093820;3;3.00000000;Open;2019-06-25 00:00:00;2019-07-12 00:00:00;107-476;JADA35;False;;HANSON LAB FURNITURE;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093158;1;10.00000000;Open;2019-06-12 00:00:00;2019-07-15 00:00:00;107-476;JADA35;False;;DIVERSIFIED WOODCRAFTS;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000094390;5;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-476;JADA35;False;;V P SUPPLY CORP.      ;N;.00000000;.00000000;.00000000;1.00000000;True;WEB ORDER
;;0000093855;3;2.00000000;Open;2019-06-25 00:00:00;2019-07-10 00:00:00;107-476;JADA35;False;;DIVERSIFIED EDUCATION SYSTEMS, INC.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093907;2;2.00000000;Open;2019-06-26 00:00:00;2019-07-10 00:00:00;107-476;JADA35;False;;FERGUSON ENT. #686;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093949;10;8.00000000;Open;2019-06-26 00:00:00;2019-08-07 00:00:00;107-476;JADA35;False;;WEBB COMPANY, F.W.;Y;.00000000;.00000000;.00000000;8.00000000;False;
;;0000094033;7;10.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-476;JADA35;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000093959;3;26.00000000;Open;2019-06-26 00:00:00;2019-07-11 00:00:00;107-476;JADA35;False;;FERGUSON ENT. #603;Y;.00000000;.00000000;.00000000;26.00000000;False;
;;0000093895;2;1.00000000;Open;2019-06-26 00:00:00;2019-07-24 00:00:00;107-477;JADA35-BN;False;;WEBB COMPANY, F.W.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094285;3;5.00000000;Open;2019-07-03 00:00:00;2019-07-19 00:00:00;107-478;JADA35FS;False;;HEIECK SUPPLY #126;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000087733;2;34.00000000;Open;2019-02-27 00:00:00;2019-08-20 00:00:00;107-478;JADA35FS;False;;HAJOCA CORP. #571;Y;.00000000;.00000000;.00000000;34.00000000;False;
;;0000093627;9;10.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;107-478;JADA35FS;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000093924;2;1.00000000;Open;2019-06-26 00:00:00;2019-07-30 00:00:00;107-478;JADA35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094033;8;10.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-478;JADA35FS;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000094170;2;3.00000000;Open;2019-07-01 00:00:00;2019-07-31 00:00:00;107-478;JADA35FS;False;;FERGUSON ENT. #2020;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000094170;5;3.00000000;Open;2019-07-01 00:00:00;2019-07-31 00:00:00;107-478;JADA35FS;False;;FERGUSON ENT. #2020;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000094170;10;2.00000000;Open;2019-07-01 00:00:00;2019-07-31 00:00:00;107-478;JADA35FS;False;;FERGUSON ENT. #2020;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094074;3;17.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;107-478;JADA35FS;False;;INSTITUTIONAL CASEWORK INC;N;.00000000;.00000000;.00000000;17.00000000;False;
;;0000092194;2;6.00000000;Open;2019-05-24 00:00:00;2019-07-05 00:00:00;107-480;JADA35SSF;False;;WOOD COMPANY, J.W.;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000092599;6;2.00000000;Open;2019-06-03 00:00:00;2019-07-09 00:00:00;107-480;JADA35SSF;False;;TODD PIPE & SUPPLY LLC;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093385;8;1.00000000;Open;2019-06-17 00:00:00;2019-07-17 00:00:00;107-480;JADA35SSF;False;;W H C I   ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094090;4;2.00000000;Open;2019-06-28 00:00:00;2019-08-20 00:00:00;107-480;JADA35SSF;False;;FERGUSON ENT. #632;Y;1.00000000;.00000000;.00000000;2.00000000;False;
;;0000094074;4;17.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;107-480;JADA35SSF;False;;INSTITUTIONAL CASEWORK INC;N;14.00000000;.00000000;.00000000;17.00000000;False;
;;0000094229;1;1.00000000;Open;2019-07-02 00:00:00;2099-12-31 00:00:00;107-480;JADA35SSF;False;;CAL-STEAM,INC. # 2504;N;.00000000;.00000000;.00000000;1.00000000;True;VR PIN? JBS 7/8
;;0000093908;3;2.00000000;Open;2019-06-26 00:00:00;2019-07-10 00:00:00;107-481;JADA35SSFVR;False;;FERGUSON ENT. #1826;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094060;3;2.00000000;Open;2019-06-28 00:00:00;2019-08-19 00:00:00;107-481;JADA35SSFVR;False;;WEBB COMPANY, F.W.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094229;2;1.00000000;Open;2019-07-02 00:00:00;2099-12-31 00:00:00;107-481;JADA35SSFVR;False;;CAL-STEAM,INC. # 2504;N;1.00000000;.00000000;.00000000;1.00000000;True;VR PIN? JBS 7/8
;00021720;0000093738;3;1.00000000;Open;2019-06-21 00:00:00;2019-08-12 00:00:00;107-484;JADA7701S;False;;TODD PIPE & SUPPLY LLC;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094382;2;3.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-491;JB99;False;;APEX SUPPLY #560;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093726;3;3.00000000;Open;2019-06-21 00:00:00;2019-07-12 00:00:00;107-491;JB99;False;;PREMIER BATH & KITCHEN;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093596;3;2.00000000;Open;2019-06-20 00:00:00;2019-07-10 00:00:00;107-491;JB99;False;;DH HUNTER ENTERPRISES, INC;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093870;2;1.00000000;Open;2019-06-25 00:00:00;2019-07-12 00:00:00;107-491;JB99;False;;GIDDINGS AND LEAVITT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094055;3;1.00000000;Open;2019-06-28 00:00:00;2019-07-22 00:00:00;107-491;JB99;False;;FERGUSON ENT. #2000;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094074;6;17.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;107-494;JBB5;False;;INSTITUTIONAL CASEWORK INC;N;.00000000;.00000000;.00000000;17.00000000;False;
;;0000093726;2;1.00000000;Open;2019-06-21 00:00:00;2019-07-12 00:00:00;107-535;JBG-1417;False;;PREMIER BATH & KITCHEN;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094178;2;1.00000000;Open;2019-07-01 00:00:00;2019-07-16 00:00:00;107-597;JCOL145225;False;;CENTRAL SUPPLY INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000091855;8;22.00000000;Open;2019-05-17 00:00:00;2019-07-30 00:00:00;107-600;JCSD-470;False;;SOUTHLAND PLUMBING    ;Y;.00000000;.00000000;.00000000;22.00000000;False;
;;0000093356;4;1.00000000;Open;2019-06-17 00:00:00;2019-07-25 00:00:00;107-601;JCW202;False;;COBURN SUPPLY CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093356;6;1.00000000;Open;2019-06-17 00:00:00;2019-07-25 00:00:00;107-601;JCW202;False;;COBURN SUPPLY CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094221;4;1.00000000;Open;2019-07-02 00:00:00;2019-08-23 00:00:00;107-601;JCW202;False;;FERGUSON ENT. #795;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094216;2;1.00000000;Open;2019-07-02 00:00:00;2019-08-23 00:00:00;107-601;JCW202;False;;FERGUSON ENT. #795;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000092977;2;2.00000000;Open;2019-06-10 00:00:00;2019-08-07 00:00:00;107-627;JDP35;False;;PSA LAB.FURN. INC.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
